REU ,oil_price,natural_gas_price,steel_price,wheat_price,copper_price,commodity_stress_index
7/18/2021,61.21843606,3.900470216,645.1967421,215.059486,6670.809242,52.01
7/25/2021,61.22483286,2.979921025,481.8533782,212.833197,6823.339952,31.44
8/1/2021,57.46528412,2.284612449,549.5134648,207.0491639,6748.821271,18.08
8/8/2021,57.64480847,3.064052207,630.9577131,234.8838394,6817.637422,49.27
8/15/2021,61.16024969,2.659474171,702.8747735,216.3755165,6838.263189,46.17
8/22/2021,52.75957829,3.420321774,601.0396854,207.0125392,6835.519362,35.56
8/29/2021,52.96268113,2.67368801,563.5998529,246.4260806,7250.000174,43.29
9/5/2021,56.40777889,2.776908283,590.8551779,248.3920601,6668.541162,38.05
9/12/2021,58.93276424,2.055229635,668.743821,207.9915287,7066.162428,40.06
9/19/2021,61.55453783,2.77384684,567.701791,182.669201,7365.387746,38.95
9/26/2021,67.37678108,1.788060337,560.0403997,240.1502738,6846.041091,41.25
10/3/2021,64.28829812,2.208048588,575.8628239,206.3074035,6784.624333,29.23
10/10/2021,59.20030735,3.380207328,552.3335696,235.812512,6930.842612,47.73
10/17/2021,59.90491896,3.392900079,606.1335158,180.5979236,7353.917563,49.71
10/24/2021,54.98735318,3.212728781,681.2339229,237.8519468,7058.232289,59.07
10/31/2021,59.90743432,2.516511928,616.1539637,195.7765614,6840.635712,30.64
11/7/2021,58.55670681,2.976144322,587.3823249,234.6152824,7145.162995,50.54
11/14/2021,61.6135928,2.99819873,585.4094366,220.2854614,6669.312355,38.72
11/21/2021,55.86384528,2.420817655,521.8404596,200.9212116,7204.407853,25.4
11/28/2021,62.59673257,3.751699151,644.1554889,211.8592737,7122.582192,61.76
12/5/2021,67.66369457,3.438681145,596.1081401,233.7263691,6907.657459,60.29
12/12/2021,59.45619926,2.889517913,590.9760043,222.1178891,6748.42426,36.96
12/19/2021,62.00855861,3.013442919,759.6553784,231.6882596,6733.995723,57.38
12/26/2021,63.45071996,3.104191404,614.9376454,259.5288117,7160.445201,66.65
1/2/2022,84.09115158,4.354091645,703.0130594,301.9442684,7368.694151,90.48
1/9/2022,88.62467049,6.328104879,723.3526502,403.7508024,6808.807676,81.28
1/16/2022,87.09129491,5.849817327,821.7778568,355.33939,7137.516011,89.52
1/23/2022,87.70815171,5.498217989,757.0794007,323.2389105,6373.891894,76.01
1/30/2022,81.39567907,6.290789678,660.1076264,309.429964,6824.614681,76.55
2/6/2022,87.17769876,8.57745518,807.4518084,345.9481475,6990.68232,87.03
2/13/2022,90.61048761,7.304927147,708.2409947,381.4928036,6727.094975,79.9
2/20/2022,97.52079116,5.971703111,867.081111,347.9184281,6719.048088,80.61
2/27/2022,93.95471349,7.229841059,817.5030041,400.3569578,6799.666133,83.07
3/6/2022,102.6105728,8.13929098,722.0423815,305.5623779,7087.657818,87.83
3/13/2022,81.43673017,7.617097051,830.0635226,351.6131537,6943.801294,85.43
3/20/2022,93.32432462,6.665593407,754.2409694,311.9234098,6328.53063,76.52
3/27/2022,88.32922954,5.888369545,803.2983547,363.6362202,6363.789954,77.28
4/3/2022,102.8760713,7.368045645,780.2958011,380.3803965,6817.940447,83.55
4/10/2022,81.13983743,7.032833924,697.1027091,338.5356226,7137.305976,87.25
4/17/2022,80.91201664,7.584712542,709.7781355,268.6651566,6175.748547,74.57
4/24/2022,82.65440332,7.298688982,814.3725511,358.3663407,6850.080947,82.91
5/1/2022,71.601756,7.754507987,729.0765417,365.9756337,6842.125643,81.02
5/8/2022,83.18827609,6.011241267,724.771971,364.9374322,7416.501333,92.91
5/15/2022,81.4962882,8.049133472,690.3048388,391.5450301,6884.493456,82.11
5/22/2022,88.09035495,6.817359565,776.4749416,317.7262823,7114.896695,88.47
5/29/2022,89.47773082,8.88278696,878.9078075,373.7669154,7042.377142,89.07
6/5/2022,100.6022386,5.8418934,683.2791929,390.1602404,6360.830056,75.53
6/12/2022,93.89057283,8.509560183,751.513716,295.0851973,7230.462165,91.76
6/19/2022,82.8174485,6.817701862,838.2637847,362.2288584,7064.618952,87.96
6/26/2022,80.48649363,5.883440196,745.022413,335.8662454,7152.480592,88.21
7/3/2022,90.56641399,6.067725583,778.2732373,349.3912745,8177.871312,96.74
7/10/2022,77.42830925,6.247617961,683.6004045,363.1256475,6374.766118,73.96
7/17/2022,100.2780761,7.066582541,776.7691936,336.4086859,7517.408995,95.78
7/24/2022,95.55094088,7.175119037,738.3034834,330.3773415,6913.765744,83.9
7/31/2022,83.59847652,5.968929996,811.6081247,353.0928774,7086.198671,87.6
8/7/2022,74.57977466,6.573209949,824.2116282,317.20813,6986.346326,84.6
8/14/2022,96.81557471,8.956497394,911.8477276,317.2535959,6872.7291,84.66
8/21/2022,86.16958612,8.500297487,786.2270733,373.7399451,6829.050122,83.13
8/28/2022,95.97416826,7.079956037,770.3622698,315.2385909,7098.852621,88.5
9/4/2022,75.44039947,6.641803826,762.1490188,373.322,6544.847891,77.16
9/11/2022,82.65453108,6.732034459,727.9271067,366.8029214,7225.17375,90.77
9/18/2022,87.03801682,7.27486977,771.1552402,296.7741847,6875.141679,82.49
9/25/2022,87.3406093,5.474928178,731.5374119,330.3179311,6660.979198,77.44
10/2/2022,83.73702533,6.316885809,760.528811,390.2115009,6864.996143,83
10/9/2022,91.51566201,4.764557519,832.349846,320.602703,7377.144765,93.55
10/16/2022,79.25975189,7.039145435,687.0910897,337.1390636,6839.399474,79.27
10/23/2022,85.96774873,7.311915534,821.2424101,366.7859486,7107.536085,89.58
10/30/2022,87.87214333,6.068494891,832.3196917,377.0684963,6780.713117,81.76
11/6/2022,90.72968155,8.33138544,742.6207171,343.9507556,7227.376555,91.98
11/13/2022,92.15920787,5.251657771,617.3840688,332.8796738,7205.652322,82.3
11/20/2022,78.84634483,4.989187632,712.0111258,397.5158356,7554.58265,93.55
11/27/2022,75.87767226,6.846897,831.0621592,407.6447892,6947.330816,85.53
12/4/2022,96.26315696,7.751808133,748.5707461,383.3234576,7200.596441,92.43
12/11/2022,89.40927659,8.452320461,687.5436105,354.7301806,7029.420262,85.62
12/18/2022,81.57347261,6.095227311,718.4515674,326.1354969,7388.761535,91.82
12/25/2022,98.24585182,7.786548917,802.5387517,325.425779,6784.350284,82.08
1/1/2023,60.57837317,2.980745765,627.3366784,230.4502821,7223.501594,58.91
1/8/2023,65.89648592,2.91368635,588.053395,228.3679644,6941.590811,50.48
1/15/2023,60.33759241,3.441829969,581.6587794,248.0319719,6980.743547,55.91
1/22/2023,70.30373962,3.326161439,580.4120925,233.0090019,7027.525745,60.45
1/29/2023,68.77670421,2.211803922,553.8794908,189.938394,7075.672119,32.75
2/5/2023,58.75517926,3.738270175,680.7687845,241.0389524,6965.131287,65.85
2/12/2023,64.85785475,3.690045677,583.8839765,200.0387875,7064.413955,50.93
2/19/2023,63.22687975,2.687218649,660.857926,212.3205746,7473.435417,57.92
2/26/2023,66.84315779,3.197901767,676.0658026,225.0040041,7295.634906,71.82
3/5/2023,55.1753827,3.247015093,649.9155449,259.9133498,7260.746378,64.92
3/12/2023,63.4302573,3.130336883,578.4189844,282.1983711,6863.338142,54.98
3/19/2023,65.29212243,2.724847423,620.1865045,232.1344612,6733.227752,49.11
3/26/2023,51.20630257,2.664188316,598.7902197,216.3360676,7286.590167,38.85
4/2/2023,54.08370744,2.987222965,554.814907,230.690113,7262.814038,43.9
4/9/2023,49.80383911,3.58636451,616.2179641,237.7531085,7441.801203,61.79
4/16/2023,58.65296583,3.271800077,541.0480104,213.5866475,6818.805812,34.25
4/23/2023,63.58771128,2.814692834,659.3839694,255.9042271,6931.135403,61.28
4/30/2023,67.51178526,3.385849355,576.7691351,224.6014152,6508.154751,47.8
5/7/2023,60.3704739,1.57572869,610.0579828,229.9548618,6882.258668,38.56
5/14/2023,68.14307773,3.57438285,614.1643936,233.318485,7298.971153,73.07
5/21/2023,53.09949271,2.130143111,587.0547513,228.4317322,6860.051386,27.57
5/28/2023,51.4830878,2.818779529,629.3346901,236.77881,7192.143939,50.96
6/4/2023,59.72226151,2.440165053,576.2548172,207.6549363,6942.849068,29.36
6/11/2023,61.92032724,2.352659262,643.5648649,208.8339649,7097.217108,44.12
6/18/2023,59.83652626,3.580413394,532.701016,197.9969153,6655.692583,31.05
6/25/2023,49.6627895,2.766149399,606.318979,228.7900246,7025.562835,39.17
7/2/2023,59.5543998,3.173251941,696.94645,235.5787301,6102.659209,52.88
7/9/2023,53.4776525,2.976539711,549.9834338,229.1554573,6943.931153,34.73
7/16/2023,63.34836274,3.238520414,566.1127515,253.4898487,6510.858027,49.01
7/23/2023,61.83299123,3.038410946,625.6953925,219.8880796,7361.798355,59.68
7/30/2023,55.30060107,2.358503888,608.9790891,233.3748331,7233.222206,44.5
8/6/2023,57.43066541,3.49813341,617.531505,198.1659825,7140.001295,47.76
8/13/2023,54.70393239,2.753121708,624.4593565,212.258006,7456.301868,45.4
8/20/2023,59.68660451,2.221709051,631.7360734,233.9107552,6715.325044,39.62
8/27/2023,64.7757116,2.78594242,655.4849921,236.9820422,7524.208959,70.03
9/3/2023,55.07136977,3.750379895,620.4909328,214.120661,7279.657469,54.79
9/10/2023,62.52023258,3.425110871,587.9371173,218.568015,6929.033414,49.84
9/17/2023,57.34871191,2.825673933,633.6286851,189.6425251,7340.686044,43.51
9/24/2023,56.03563584,2.825371148,694.9940967,212.859416,6668.111946,38.18
10/1/2023,59.4648482,2.839182474,593.3683127,237.8076633,6752.645752,42.33
10/8/2023,54.82378839,4.038373992,551.2735348,231.5041003,6817.423083,42.11
10/15/2023,57.23175347,3.190967726,655.3540335,230.0133144,6841.306688,51.28
10/22/2023,54.01061054,3.215020824,593.9809418,220.9954737,6683.032707,35.75
10/29/2023,69.82362566,3.515141727,491.3665227,220.1412632,7366.92492,59.2
11/5/2023,60.17631776,3.11939458,642.3710839,206.7935772,6922.34368,46.04
11/12/2023,56.50137246,2.870478927,573.2335907,233.9765684,7105.751491,43.87
11/19/2023,61.06989955,2.901825075,595.4733359,228.4194589,6828.89459,43.16
11/26/2023,59.43835975,2.96419937,616.5990165,229.840377,6453.81901,41.21
12/3/2023,58.895152,2.981388882,609.524984,209.4793031,7081.017208,43.45
12/10/2023,63.0708335,3.363814772,635.4725909,176.9331416,6426.323507,41.5
12/17/2023,63.78753855,3.025972943,578.2256815,241.9430542,6979.409786,54.28
12/24/2023,57.34749426,3.366320039,625.6552899,210.4232509,6589.505488,39.27
12/31/2023,57.1209088,2.95964171,587.0226661,202.7444847,7596.1828,43.19
1/7/2024,67.41845274,3.039317595,700.6345764,233.8695782,7855.281522,77.96
1/14/2024,55.7639533,2.000899658,693.8452116,212.1597472,7594.264228,47.32
1/21/2024,60.28765139,3.458163837,608.5508714,241.1987277,7969.440964,69.78
1/28/2024,76.85952704,3.173244238,719.7290164,232.340119,7285.793623,78.02
2/4/2024,78.45856435,3.499005055,630.5220105,233.6713865,7736.087319,79.81
2/11/2024,67.56804277,1.551872311,704.4431789,192.6808858,7624.738581,54.92
2/18/2024,72.31520254,4.044187352,680.2008022,244.2388797,7645.542506,88.31
2/25/2024,70.78968839,2.930205186,761.1001022,225.2250106,7972.242534,75.88
3/3/2024,86.70356465,3.554091408,647.709371,212.6144572,7797.327441,75.21
3/10/2024,75.43755574,2.480047036,640.7875762,222.8677693,7653.546467,63.96
3/17/2024,68.26447385,3.306386953,658.9319217,184.4752953,7023.816471,55.88
3/24/2024,63.50564247,2.473292218,643.3251119,228.1730562,7248.945,57.22
3/31/2024,59.76293366,2.68811552,703.9968046,199.4125698,7520.242306,52.68
4/7/2024,70.16991591,3.957015677,571.1029165,192.9465943,7590.252649,60.13
4/14/2024,64.65098321,2.9046588,602.0474669,189.5528163,7193.813993,47
4/21/2024,60.82204117,3.108716437,601.2708393,242.2537675,8341.383243,66.13
4/28/2024,65.28220592,3.435033865,712.2669176,207.4147321,8051.311674,72.81
5/5/2024,62.78109898,3.247840944,754.0837355,250.6745542,7755.086336,81.73
5/12/2024,78.7010644,3.075209453,654.255293,209.2839707,7583.339943,67.86
5/19/2024,74.0694286,3.182480501,650.7148052,185.8528408,7491.244294,63.58
5/26/2024,68.95415731,4.201707793,663.852869,197.6695112,7251.578419,68.31
6/2/2024,77.5096788,2.971190601,723.9033066,244.7162324,7585.103688,81.09
6/9/2024,69.44486777,3.100549523,608.9955776,216.8820364,7643.511823,65.18
6/16/2024,64.04761584,3.525327198,673.1102941,209.0342541,7157.669574,64.7
6/23/2024,77.75796344,3.552762966,713.6358696,223.2003645,7668.273159,81.92
6/30/2024,72.09873275,3.593515153,687.5601793,230.0356547,7509.696068,81.95
7/7/2024,63.03583461,3.319365111,670.4269889,242.3479763,6941.870351,67.38
7/14/2024,67.9055526,2.428497544,715.0575351,248.9699846,7281.235257,70.45
7/21/2024,63.96519504,3.816715766,511.3222239,212.8046271,7425.991807,55.85
7/28/2024,61.04890155,2.426827303,697.2831426,193.4790463,8171.610801,52.04
8/4/2024,74.3255209,3.151317733,624.0258374,211.7306968,7740.323212,66.87
8/11/2024,79.97914568,2.622862075,559.3151907,225.2056101,7127.303972,49.2
8/18/2024,60.95823645,2.967930827,688.116143,200.7248215,7717.475758,58.43
8/25/2024,72.23707311,3.164381205,735.55122,200.8569817,7058.673508,61.85
9/1/2024,65.25880523,3.160678608,652.4403317,226.8757576,7910.791901,73.19
9/8/2024,66.19902904,3.210960377,712.4081001,219.026953,7407.355613,72.52
9/15/2024,65.59373494,3.806855635,748.6753042,220.6559399,7529.661875,79.78
9/22/2024,64.03205307,3.226767151,732.3202949,204.8300933,7989.558114,69.55
9/29/2024,69.27899936,2.877921682,750.1980491,215.3919857,7142.959004,64.03
10/6/2024,64.22203683,3.482043584,700.817012,201.5153371,7107.333708,62.46
10/13/2024,70.55512675,3.594735244,664.1488501,237.8039682,7370.913818,81.88
10/20/2024,68.71113087,2.386196092,571.8918803,240.7049867,7896.434748,59.42
10/27/2024,67.62604873,3.298700035,646.4665632,183.0762428,7067.731872,55.56
11/3/2024,63.78150894,3.350586371,613.6214373,201.4097828,6642.381586,43.26
11/10/2024,65.68356485,2.851218248,779.4018495,190.0694149,7413.82453,60.83
11/17/2024,73.34349955,3.687853407,650.3262803,206.9995213,7738.764019,72.88
11/24/2024,71.88027383,2.924972206,666.7762644,218.3312406,7948.884807,70.22
12/1/2024,63.37905734,3.062788227,690.3316957,191.0070956,7409.935719,59.94
12/8/2024,69.57116076,2.913464088,662.3981346,201.5628037,7426.697779,61.63
12/15/2024,73.32047596,3.007789524,753.2278072,199.9208526,7933.863838,68.95
12/22/2024,59.40091963,2.451862457,625.7542851,224.1453466,6954.203689,41.95
12/29/2024,72.12432111,2.279974559,670.70341,221.3868867,7434.119269,62.62
1/5/2025,56.68688121,3.797252532,562.8764707,205.5652489,7057.127167,40.7
1/12/2025,62.85299334,2.576519326,533.9988744,223.5364174,7134.765616,40.93
1/19/2025,56.18370422,2.504303825,569.4115455,209.0663983,6847.057992,23.35
1/26/2025,50.9755895,1.923304943,598.1481601,214.5668978,7010.332304,27
2/2/2025,51.86228781,2.680519126,578.5348888,253.4690418,6253.501794,30.51
2/9/2025,60.24042473,2.338455103,565.378951,246.809221,6802.525476,36.39
2/16/2025,61.29861251,3.82100758,529.6841268,194.0083753,7136.052614,43.8
2/23/2025,55.47841687,3.504908545,595.8447214,236.5946484,6705.31179,45.46
3/2/2025,63.19296229,2.655924827,524.7639813,236.2279311,7017.695266,43.45
3/9/2025,51.69239969,4.126217903,638.0027982,197.0347342,7134.06175,48.43
3/16/2025,59.66960101,3.490882743,604.1219876,236.3755529,6897.23524,54.6
3/23/2025,53.944919,2.837584308,527.122425,250.7586384,7051.139131,39.11
3/30/2025,56.74081946,1.750297143,584.5395461,197.5491039,6711.18023,16.93
4/6/2025,60.23699336,4.145471286,562.3921797,201.6499436,6938.016616,41.82
4/13/2025,55.69793317,2.305213767,615.9587255,240.3532293,7183.064851,46.29
4/20/2025,58.07722228,2.177300627,667.0225223,225.4299062,7047.091888,45.21
4/27/2025,65.03146405,3.511285216,506.2413765,231.0295255,6824.040619,49.2
5/4/2025,57.11554065,4.219876203,605.751304,226.8117843,7067.264921,55.34
5/11/2025,64.17846056,3.692136409,591.9933602,227.8139184,7214.382937,64.79
5/18/2025,54.35146573,3.28195456,633.5670038,193.4705574,6385.017616,31.69
5/25/2025,62.64902089,3.297377171,610.6598314,240.9463541,7347.722219,68.63
6/1/2025,67.2078431,3.426707779,562.4015334,243.3917998,6899.123578,57.8
6/8/2025,47.6417775,3.379464295,584.0473032,215.4121851,7127.64698,41.92
6/15/2025,56.01552372,3.140595712,560.1987072,219.130461,7359.174077,45.27
6/22/2025,62.88536064,3.052100552,653.8003569,189.3778499,6588.497891,40.45
6/29/2025,58.98477307,2.968703436,601.0655824,230.2850951,6787.167699,42.56
7/6/2025,61.85572937,2.623017706,695.0595343,231.4411488,6913.435391,53.74
7/13/2025,56.98007407,2.859662462,596.9669593,218.7561797,6764.873944,33.61
7/20/2025,60.43294894,2.153521593,564.5796617,242.4870672,7520.480973,48.95
7/27/2025,59.22161382,2.950830187,524.3142804,213.3184554,6742.968372,27.8
8/3/2025,65.83891031,2.505704446,509.8430162,231.2921185,6833.335966,37.89
8/10/2025,61.27210422,2.448205341,520.7932028,199.6067132,7061.316709,27.57
8/17/2025,61.68801331,3.089947076,613.3563326,219.528957,6639.355142,43.35
8/24/2025,57.94061517,3.696001143,625.4362512,216.5129148,6881.295786,49.74
8/31/2025,57.56196888,3.459158303,520.9404649,224.5061584,7095.235978,44.31
9/7/2025,57.83720906,2.214749698,644.7519157,212.6094614,6900.141879,34.79
9/14/2025,61.97226071,2.505185932,575.8469474,217.3705481,6971.983942,37.12
9/21/2025,57.8950776,3.470385594,607.3396506,236.5209434,6841.200366,51.95
9/28/2025,61.44887428,2.508756303,680.6110314,211.2647153,6545.658907,38.05
10/5/2025,70.37700399,2.887683425,644.8419658,187.868458,7096.477963,51.5
10/12/2025,64.35562352,3.27502605,586.5734676,254.9916781,7526.479921,70.54
10/19/2025,58.36988234,2.515827773,555.4403887,247.6290816,7005.520489,39.97
10/26/2025,66.00606961,3.052687753,492.4092299,194.1547461,7067.579235,39.04
11/2/2025,57.95962313,2.332987253,564.042334,233.7941561,7207.816827,41.12
11/9/2025,49.80937732,2.699316178,589.4434881,209.9405046,6619.200851,20.99
11/16/2025,54.95956845,3.159890967,550.6410236,225.2697443,7510.754397,47.38
11/23/2025,50.64604039,2.203503133,593.4371516,225.8844826,7060.698639,32.24
11/30/2025,58.24243258,3.220237369,603.8425941,215.311844,7489.55707,53.99
12/7/2025,60.0920919,2.990181101,588.7572009,204.3246867,6780.090101,33.16
12/14/2025,68.38218656,3.276244977,567.499871,206.189179,7545.418577,57
12/21/2025,61.63463687,3.111957067,608.4327336,201.6761617,7232.546648,50.29
12/28/2025,58.90449736,3.682070215,622.0970325,203.3635558,7165.912026,52.91
1/4/2026,64.14702791,3.062612251,545.4800461,218.6564342,7070.207336,46.68
1/11/2026,48.94432345,2.785297229,670.546619,205.6848002,6925.441415,35.94
1/18/2026,61.17807279,3.061148752,595.0705934,233.6410413,7360.159498,59.46
1/25/2026,63.85432597,3.271649015,600.9424811,249.7449231,7042.107961,63.04
2/1/2026,52.60706877,3.024430035,635.4107212,208.3989352,6409.879089,31.02
2/8/2026,65.71877022,3.020295846,611.6608066,224.78809,6664.844061,48.75
2/15/2026,61.69248204,2.649004156,647.6568317,229.9937022,6944.246274,51.02
2/22/2026,57.92356043,2.668549541,614.3562083,229.4400454,7092.999695,45.72
3/1/2026,63.16390933,2.298697364,569.3781313,221.5191054,6983.023453,37.76
3/8/2026,71.35346429,3.874788372,618.0751763,234.8536484,7365.691237,77.22
3/15/2026,60.90933128,2.378068382,542.8136896,229.6449791,6414.669441,27.22
3/22/2026,61.24110293,2.653547401,605.4279853,195.2467516,7043.076381,36.49
3/29/2026,57.7031955,2.640796367,598.3385005,237.3831213,6454.606232,35.24
4/5/2026,55.75077815,3.447462188,589.5941571,237.7458167,7227.913689,56.52
4/12/2026,64.15167908,2.852525161,593.5731244,204.7342779,6971.662386,42.04
4/19/2026,55.71958087,3.623871036,505.9075477,220.7587567,7125.882992,43.29
4/26/2026,60.35783119,2.663254688,572.5637546,233.6665799,6740.835112,36.55
5/3/2026,57.61171277,3.139497081,604.6422451,215.8137236,7383.839479,51.82
5/10/2026,62.39489913,2.582326473,607.9928196,241.459561,7312.517399,57.86
5/17/2026,61.66831053,4.072574564,548.616243,267.2774499,7175.063291,63.74
5/24/2026,65.18769972,2.40620079,663.285392,204.2802793,6961.144826,45.75
5/31/2026,57.44991801,3.154910355,556.6912576,192.3791079,7173.957186,36.2
6/7/2026,93.84100052,4.643643817,648.47286,226.0763719,6787.93223,64.2625
6/14/2026,88.16989027,4.489659368,621.3597181,234.4312501,7256.666698,71.7625
6/21/2026,92.44565392,4.070298639,567.6886345,215.3826725,7494.844268,55.5875
6/28/2026,99.01840394,4.10912551,688.7655446,249.0652133,7321.183168,88.8625
7/5/2026,102.0559089,4.23066803,540.3181584,193.227884,6781.119259,39.2125
7/12/2026,88.62267741,4.097098599,645.9577087,233.8583725,7108.425195,65.65
7/19/2026,102.9568474,4.874715382,650.0291159,207.8827836,6612.057537,63.7
7/26/2026,106.8451029,5.747366101,566.4689895,254.3875581,7171.717093,86.825
8/2/2026,99.30747923,3.80975575,669.623265,259.8503071,7135.181024,80.5125
8/9/2026,111.0143665,3.241137914,587.4976743,204.6668682,6439.055098,37.2625
8/16/2026,89.80968641,4.138202566,614.4346815,209.0088573,6651.464847,39.0125
8/23/2026,86.04276237,6.005796536,613.0160919,237.1917577,6915.058331,67.4125
8/30/2026,81.77023801,3.637427802,593.2845629,212.257387,6909.742076,33.0625
9/6/2026,107.9683545,5.347381764,640.5404137,219.0917756,6637.156919,72.2875
9/13/2026,101.2349253,5.37439057,639.674436,220.5077684,7116.693619,82.5125
9/20/2026,95.55532263,3.812488231,512.5734013,181.6065369,7075.442083,33.1125
9/27/2026,98.23974901,4.598288155,665.2170121,219.7232451,6941.71926,71.725
10/4/2026,86.99608762,5.339877636,516.8754006,206.2054445,6773.26255,37.025
10/11/2026,115.5660158,3.934610581,651.6273102,210.1375436,7314.612138,76.075
10/18/2026,97.03376946,4.057493748,656.3352568,248.8726401,7496.622134,85.15
10/25/2026,96.87515836,3.79282336,545.4516785,194.8698621,6854.931555,31.3125
11/1/2026,101.806133,3.489670289,579.4592856,236.2641037,6816.349925,52.35
11/8/2026,99.84807385,3.745505718,544.7147666,214.4207414,7147.3623,49.4375
11/15/2026,97.79107219,3.343241813,589.2539485,214.4047966,6892.591186,41.45
11/22/2026,89.67620436,4.223858428,584.5982858,235.8074379,6958.18084,54.9875
11/29/2026,99.77174686,3.661018738,638.9830266,226.8010259,7221.895946,69.6875
12/6/2026,111.056196,4.363650138,665.5154373,231.4122599,6427.193174,72.7625
12/13/2026,106.7633604,3.110873048,669.7841905,239.3636932,7395.490697,82.6625
12/20/2026,108.745493,4.431616163,571.8915987,213.3738323,7021.804157,62.225
12/27/2026,91.91027459,4.783470273,589.5389063,207.7552653,6876.552057,48.4
