date,route_id,route_status,origin_country,destination_country,shipping_method,trade_route_type,distance_km,estimated_transit_days,shipping_delay_days,port_congestion_index,container_availability_index,weather_disruption_score,geopolitical_risk_score,trade_volume_tonnes,freight_cost_usd,carbon_emissions_tonnes,origin_active_event_count,origin_active_event_risk,destination_active_event_count,destination_active_event_risk,covid_supply_shock_active,russia_ukraine_war_active,events_warmup,fuel_cost_index,commodity_price_index,natural_gas_price,steel_price,wheat_price,copper_price,origin_region,origin_event_region,origin_income_group,origin_port_capacity_index,origin_logistics_performance_index,origin_trade_dependency_score,origin_gdp_per_capita,origin_population,origin_iso3,destination_region,destination_event_region,destination_income_group,destination_port_capacity_index,destination_logistics_performance_index,destination_trade_dependency_score,destination_gdp_per_capita,destination_population,destination_iso3
01/10/2016,R14,Normal,India,France,Air,Consumer Goods,8293,13,3.85,99.45,70.69,32.07,58.62,15522.14,4339.99,6436.25,73,1787.64,76,1574.19,0,0,0,63.06,54.19,3.635777547,555.0766009,229.9339845,7001.012652,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
01/17/2016,R14,Delayed,India,France,Air,Consumer Goods,8293,13,6.43,44.13,91.57,83.39,16.86,20106.53,4423.05,8337.17,73,1831.21,74,1560.58,0,0,0,65.15,55.5,3.360836032,601.4090579,210.6937909,7098.346352,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
01/24/2016,R14,Delayed,India,France,Air,Consumer Goods,8293,13,5.23,60.64,95.33,32.98,9.35,20931.81,4391.67,8679.38,76,1916.21,76,1653.83,0,0,0,64.66,49.9,2.435474114,599.5440502,217.8810329,7277.281042,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
01/31/2016,R14,Delayed,India,France,Air,Consumer Goods,8293,13,10.19,81.58,52.9,2.63,94.19,11616.57,4357.99,4816.81,73,1844.03,77,1659.02,0,0,0,55.8,46.39,2.737739867,654.2947783,272.8868669,6695.831214,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
02/07/2016,R14,Normal,India,France,Air,Consumer Goods,8293,13,4.51,74.6,75.95,71.73,48.11,16676.32,4284.19,6914.84,68,1701.53,80,1775.13,0,0,0,58.45,43.0,3.244687281,623.7349116,189.9405934,7025.706148,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
02/14/2016,R14,Delayed,India,France,Air,Consumer Goods,8293,13,5.62,65.71,94.84,61.33,10.33,20824.36,4354.5,8634.82,67,1664.58,79,1745.44,0,0,0,61.66,35.91,2.388936096,598.7486521,225.0747932,6722.372612,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
02/21/2016,R14,Delayed,India,France,Air,Consumer Goods,8293,13,9.99,26.17,68.1,37.85,63.79,14954.28,4490.22,6200.79,66,1632.15,82,1827.1,0,0,0,64.88,66.42,3.356499215,640.888315,229.3538634,7076.615127,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
02/28/2016,R14,Delayed,India,France,Air,Consumer Goods,8293,13,5.97,81.08,91.41,16.68,17.18,20071.84,4300.75,8322.79,66,1612.21,83,1835.27,0,0,0,57.6,49.62,2.879837301,669.5103775,241.7157265,6731.396103,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
03/06/2016,R14,Delayed,India,France,Air,Consumer Goods,8293,13,6.56,46.33,96.82,93.97,6.37,21258.78,4334.53,8814.95,68,1655.16,84,1859.97,0,0,0,59.07,43.42,2.812589596,627.8905153,221.9596631,6877.569748,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
03/13/2016,R14,Delayed,India,France,Air,Consumer Goods,8293,13,6.93,28.26,95.36,67.77,9.27,20939.96,4272.84,8682.75,65,1567.51,81,1840.6,0,0,0,54.47,40.42,3.355479984,600.517631,226.1610108,6701.255382,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
03/20/2016,R14,Delayed,India,France,Air,Consumer Goods,8293,13,6.01,89.66,83.42,19.91,33.16,18317.5,4247.62,7595.35,63,1504.33,83,1911.74,0,0,0,54.02,37.86,3.222131656,534.4081884,212.1670287,7195.340873,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
03/27/2016,R14,Delayed,India,France,Air,Consumer Goods,8293,13,6.06,13.15,67.78,39.64,64.45,14882.48,4399.27,6171.02,65,1518.09,83,1877.91,0,0,0,64.06,49.9,2.819516917,546.7443168,225.3825388,7257.535335,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
04/03/2016,R14,Delayed,India,France,Air,Consumer Goods,8293,13,6.47,75.9,90.05,69.83,19.91,19772.25,4448.25,8198.56,67,1555.25,88,1960.43,0,0,0,66.78,52.49,3.579664902,584.7387648,213.1361545,6929.613829,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
04/10/2016,R14,Delayed,India,France,Air,Consumer Goods,8293,13,6.9,55.74,79.81,71.28,40.38,17524.32,4349.85,7266.46,66,1562.94,87,1929.61,0,0,0,59.64,38.91,2.459468336,569.5243899,232.4314378,7011.471398,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
04/17/2016,R14,Delayed,India,France,Air,Consumer Goods,8293,13,6.07,31.52,81.85,91.95,36.3,17972.38,4413.88,7452.25,68,1576.27,84,1879.63,0,0,0,65.02,43.39,3.307967803,590.6514349,212.6077933,6565.422576,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
04/24/2016,R14,Delayed,India,France,Air,Consumer Goods,8293,13,8.04,95.36,53.05,79.48,93.89,11649.59,4405.16,4830.5,67,1577.56,82,1868.79,0,0,0,61.81,52.65,3.296550629,602.8324962,227.5420079,6910.097006,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
05/01/2016,R14,Disrupted,India,France,Air,Consumer Goods,8293,13,12.27,80.04,74.53,84.55,50.93,16365.86,4414.19,6786.1,64,1529.32,81,1877.49,0,0,0,56.77,42.81,2.84522678,626.4846377,219.4147437,6984.938615,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
05/08/2016,R14,Delayed,India,France,Air,Consumer Goods,8293,13,6.31,47.25,84.08,41.07,31.84,18462.76,4370.56,7655.58,66,1595.71,81,1866.2,0,0,0,61.81,67.51,3.163066511,596.4750611,242.521005,7786.237927,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
05/15/2016,R14,Delayed,India,France,Air,Consumer Goods,8293,13,6.62,82.55,81.96,25.05,36.07,17997.39,4465.04,7462.62,68,1648.46,80,1883.17,0,0,0,67.69,41.5,2.374443212,624.3250822,218.9721255,6666.409892,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
05/22/2016,R14,Normal,India,France,Air,Consumer Goods,8293,13,2.82,4.05,76.03,13.18,47.94,16695.09,4270.82,6922.62,68,1641.69,80,1934.51,0,0,0,59.82,50.96,3.46201351,603.2237207,184.5393506,7439.253172,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
05/29/2016,R14,Delayed,India,France,Air,Consumer Goods,8293,13,9.37,51.85,50.13,65.26,99.74,11007.37,4522.02,4564.21,67,1647.72,80,1906.22,0,0,0,67.82,57.92,2.907548932,501.2266717,245.23843,7299.057632,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
06/05/2016,R14,Normal,India,France,Air,Consumer Goods,8293,13,4.33,70.5,89.15,10.45,21.7,19575.2,4107.38,8116.86,66,1650.52,76,1820.94,0,0,0,46.9,24.57,2.73863849,553.0332303,201.885354,7084.190921,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
06/12/2016,R14,Delayed,India,France,Air,Consumer Goods,8293,13,7.12,10.38,83.31,39.61,33.39,18292.13,4421.31,7584.83,69,1725.44,75,1764.38,0,0,0,64.11,60.32,3.524504613,592.7956222,206.9246732,7527.586145,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
06/19/2016,R14,Delayed,India,France,Air,Consumer Goods,8293,13,6.93,99.8,74.47,47.06,51.06,16352.13,4362.26,6780.41,69,1689.9,76,1752.67,0,0,0,60.44,32.68,2.647828155,539.5152629,208.0867741,7111.631642,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
06/26/2016,R14,Normal,India,France,Air,Consumer Goods,8293,13,3.09,59.06,74.54,67.43,50.93,16366.78,4256.6,6786.49,69,1675.01,78,1836.42,0,0,0,58.5,50.58,2.295769352,629.9964365,247.4887619,7116.747759,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
07/03/2016,R14,Normal,India,France,Air,Consumer Goods,8293,13,3.83,19.62,96.11,83.79,7.79,21102.96,4300.71,8750.34,69,1641.65,80,1914.88,0,0,0,60.46,36.68,2.221685413,676.5375416,177.2865157,6984.063804,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
07/10/2016,R14,Disrupted,India,France,Air,Consumer Goods,8293,13,12.48,83.74,52.71,55.34,94.58,11573.91,4317.75,4799.12,70,1672.62,80,1934.36,0,0,0,50.06,66.1,3.303004976,660.9380926,282.7549707,7367.070665,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
07/17/2016,R14,Delayed,India,France,Air,Consumer Goods,8293,13,9.04,81.23,72.76,55.2,54.48,15976.83,4381.53,6624.79,70,1662.63,78,1918.2,0,0,0,58.9,49.07,2.359785324,589.3278565,241.1211362,7328.94077,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
07/24/2016,R14,Delayed,India,France,Air,Consumer Goods,8293,13,9.19,94.25,75.51,44.18,48.98,16579.98,4427.77,6874.89,70,1690.66,78,1899.84,0,0,0,61.79,60.83,3.877397091,674.5363068,224.4647783,6812.296814,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
07/31/2016,R14,Delayed,India,France,Air,Consumer Goods,8293,13,7.61,10.06,89.06,72.08,21.89,19555.13,4480.19,8108.53,67,1557.07,78,1865.62,0,0,0,67.39,36.39,1.959035296,607.4333729,218.90212,6604.225842,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
08/07/2016,R14,Normal,India,France,Air,Consumer Goods,8293,13,4.31,24.09,61.28,80.56,77.44,13456.35,4264.53,5579.67,66,1477.56,78,1855.08,0,0,0,57.41,48.5,3.848228184,583.1457014,225.7110815,6939.105809,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
08/14/2016,R14,Delayed,India,France,Air,Consumer Goods,8293,13,9.97,81.85,68.88,89.0,62.24,15124.52,4356.02,6271.38,66,1458.72,77,1840.02,0,0,0,55.96,36.93,3.105508734,569.3298668,230.4224486,6759.988431,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
08/21/2016,R14,Delayed,India,France,Air,Consumer Goods,8293,13,7.68,81.02,78.94,55.51,42.11,17334.45,4333.11,7187.73,70,1512.92,77,1906.41,0,0,0,57.49,43.48,2.951643444,584.8765157,232.9043117,6980.942628,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
08/28/2016,R14,Delayed,India,France,Air,Consumer Goods,8293,13,5.6,5.26,55.83,52.25,88.35,12258.16,4397.77,5082.85,71,1547.58,79,1984.22,0,0,0,64.58,56.07,2.727540457,580.5911591,231.1120893,7371.23144,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
09/04/2016,R14,Normal,India,France,Air,Consumer Goods,8293,13,4.8,11.59,53.91,31.75,92.18,11838.07,4337.86,4908.66,67,1463.22,81,2034.14,0,0,0,61.64,49.3,3.199568057,608.5208111,221.7916136,6862.809503,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
09/11/2016,R14,Delayed,India,France,Air,Consumer Goods,8293,13,7.09,86.52,82.68,97.0,34.64,18155.26,4319.23,7528.08,67,1440.4,81,2032.01,0,0,0,57.35,41.53,2.981182649,608.0286991,216.0532316,6987.152986,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
09/18/2016,R14,Delayed,India,France,Air,Consumer Goods,8293,13,9.56,83.51,88.15,89.26,23.69,19356.58,4446.81,8026.21,69,1539.66,88,2210.08,0,0,0,62.57,54.54,3.551650941,600.152301,216.9745343,7017.40682,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
09/25/2016,R14,Delayed,India,France,Air,Consumer Goods,8293,13,7.59,44.23,89.25,69.35,21.49,19598.1,4376.21,8126.35,72,1618.74,83,1993.37,0,0,0,60.49,54.44,3.057113824,621.8469085,216.1018344,7254.529265,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
10/02/2016,R14,Delayed,India,France,Air,Consumer Goods,8293,13,6.19,5.87,79.06,92.68,41.87,17360.71,4413.67,7198.62,71,1582.36,81,1972.92,0,0,0,64.84,57.64,3.075150881,659.5323137,242.6754019,6325.9332,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
10/09/2016,R14,Delayed,India,France,Air,Consumer Goods,8293,13,6.48,33.8,84.12,60.44,31.77,18470.37,4294.08,7658.74,68,1549.74,82,1977.68,0,0,0,56.49,44.6,2.818193894,647.4777068,231.8711344,6817.989912,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
10/16/2016,R14,Delayed,India,France,Air,Consumer Goods,8293,13,9.99,89.85,75.26,72.89,49.47,16526.6,4392.35,6852.76,67,1550.95,79,1885.62,0,0,0,58.36,27.96,2.971527188,525.7551016,161.1922273,7063.385108,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
10/23/2016,R14,Delayed,India,France,Air,Consumer Goods,8293,13,10.03,1.12,50.63,78.78,98.74,11117.01,4388.44,4609.67,69,1580.11,81,1906.88,0,0,0,58.04,49.27,3.153900884,472.3039433,233.1180155,7360.023687,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
10/30/2016,R14,Delayed,India,France,Air,Consumer Goods,8293,13,6.58,5.4,87.21,15.01,25.59,19148.73,4239.01,7940.02,71,1640.82,80,1800.01,0,0,0,52.68,33.58,2.144915804,646.7159956,223.8947239,6852.429266,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
11/06/2016,R14,Normal,India,France,Air,Consumer Goods,8293,13,3.8,56.08,83.37,15.1,33.25,18306.94,4315.32,7590.97,72,1696.24,80,1805.6,0,0,0,61.48,23.9,2.325907289,531.6560651,219.6258249,6437.034188,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
11/13/2016,R14,Delayed,India,France,Air,Consumer Goods,8293,13,6.07,65.62,83.28,54.86,33.44,18286.57,4358.09,7582.52,74,1715.24,74,1695.26,0,0,0,61.31,52.14,3.371632047,588.7617299,212.2296309,7185.913434,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
11/20/2016,R14,Normal,India,France,Air,Consumer Goods,8293,13,4.3,70.37,93.55,13.13,12.9,20541.9,4303.64,8517.7,71,1611.09,74,1692.26,0,0,0,60.03,42.65,3.085432719,541.4943487,242.4822544,6809.391283,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
11/27/2016,R14,Delayed,India,France,Air,Consumer Goods,8293,13,7.78,89.87,92.91,23.74,14.18,20401.48,4355.16,8459.47,72,1635.7,68,1530.47,0,0,0,58.83,33.96,2.908008332,509.9009781,238.9505292,6643.100002,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
12/04/2016,R14,Delayed,India,France,Air,Consumer Goods,8293,13,7.89,61.75,98.13,60.12,3.73,21548.4,4268.84,8935.04,76,1756.29,66,1520.45,0,0,0,52.92,33.13,3.009216967,627.0731364,204.5424466,6812.696383,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
12/11/2016,R14,Delayed,India,France,Air,Consumer Goods,8293,13,10.21,70.89,75.78,91.01,48.44,16639.44,4389.87,6899.54,75,1718.11,63,1458.47,0,0,0,57.9,52.4,3.173790853,637.957758,228.1410457,6944.642393,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
12/18/2016,R14,Delayed,India,France,Air,Consumer Goods,8293,13,9.34,35.38,57.22,85.33,85.55,12565.3,4378.35,5210.2,76,1727.13,69,1545.45,0,0,0,58.29,25.3,2.73012016,571.17448,200.5668653,6818.576601,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
12/25/2016,R14,Delayed,India,France,Air,Consumer Goods,8293,13,10.3,59.12,54.71,34.46,90.59,12012.15,4363.08,4980.84,74,1606.46,70,1534.12,0,0,0,55.99,10.48,2.610847637,470.4478854,192.4076367,6338.330183,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
01/01/2017,R14,Delayed,India,France,Air,Consumer Goods,8293,13,5.28,84.0,82.77,63.65,34.46,18174.35,4310.69,7535.99,74,1612.09,69,1547.5,0,0,0,59.19,44.09,3.097922628,572.6877776,207.4656555,7269.119859,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
01/08/2017,R14,Delayed,India,France,Air,Consumer Goods,8293,13,5.99,43.2,57.29,49.13,85.42,12579.51,4367.31,5216.09,75,1622.78,68,1497.07,0,0,0,62.02,58.66,2.510813611,619.5902003,237.2478694,7382.462512,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
01/15/2017,R14,Delayed,India,France,Air,Consumer Goods,8293,13,8.53,55.4,79.83,11.26,40.34,17529.0,4529.31,7268.4,78,1644.72,71,1556.77,0,0,0,69.43,60.64,3.204126378,526.0544216,239.0625009,7195.456597,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
01/22/2017,R14,Normal,India,France,Air,Consumer Goods,8293,13,4.41,7.11,66.31,74.56,67.37,14561.23,4318.53,6037.81,82,1813.41,70,1510.28,0,0,0,60.87,35.46,2.148708198,609.167996,230.2617084,6658.694299,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
01/29/2017,R14,Normal,India,France,Air,Consumer Goods,8293,13,4.37,18.89,76.94,13.95,46.12,16894.36,4323.85,7005.25,80,1767.92,72,1579.79,0,0,0,61.29,57.06,3.514577819,599.2345075,234.5019157,6939.55254,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
02/05/2017,R14,Delayed,India,France,Air,Consumer Goods,8293,13,7.87,32.54,62.22,49.88,75.56,13662.39,4368.99,5665.11,84,1876.13,70,1527.33,0,0,0,59.63,55.94,3.236298741,628.964575,230.3235657,6998.043605,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
02/12/2017,R14,Delayed,India,France,Air,Consumer Goods,8293,13,8.39,65.04,66.41,10.7,67.19,14581.48,4241.19,6046.21,83,1863.37,69,1543.1,0,0,0,50.41,41.09,3.128014867,605.9790184,207.1703681,7179.638317,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
02/19/2017,R14,Delayed,India,France,Air,Consumer Goods,8293,13,7.15,47.82,62.07,32.99,75.87,13628.65,4358.27,5651.12,83,1949.08,66,1498.24,0,0,0,59.87,53.16,3.491345492,551.346553,228.6384509,7200.502147,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
02/26/2017,R14,Delayed,India,France,Air,Consumer Goods,8293,13,8.17,56.25,86.39,71.67,27.21,18970.23,4385.18,7866.01,82,1923.95,67,1510.31,0,0,0,60.3,60.86,3.832737222,659.8285751,236.0081905,6779.74786,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
03/05/2017,R14,Normal,India,France,Air,Consumer Goods,8293,13,2.12,65.27,87.59,0.57,24.83,19232.21,4444.35,7974.63,88,2086.11,66,1450.29,0,0,0,72.32,65.02,3.507185033,592.0735213,235.0858266,7024.598667,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
03/12/2017,R14,Delayed,India,France,Air,Consumer Goods,8293,13,6.61,18.69,81.18,67.3,37.64,17825.08,4335.0,7391.17,85,1986.35,70,1503.88,0,0,0,59.04,46.04,2.079562884,598.634773,243.7782674,7137.184121,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
03/19/2017,R14,Delayed,India,France,Air,Consumer Goods,8293,13,6.37,37.63,74.87,20.97,50.25,16440.99,4367.19,6817.26,82,1929.34,70,1499.21,0,0,0,61.51,47.76,2.360211517,553.336602,234.1660769,7436.746697,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
03/26/2017,R14,Delayed,India,France,Air,Consumer Goods,8293,13,5.04,74.24,98.82,58.74,2.36,21698.49,4315.37,8997.28,79,1908.11,69,1527.72,0,0,0,59.83,45.37,2.687590711,577.8358874,227.0289642,7211.351962,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
04/02/2017,R14,Delayed,India,France,Air,Consumer Goods,8293,13,8.95,96.44,66.18,94.12,67.64,14531.77,4308.58,6025.6,84,2026.24,68,1492.6,0,0,0,54.16,47.09,3.013045525,555.7598643,241.4030048,7236.717006,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
04/09/2017,R14,Normal,India,France,Air,Consumer Goods,8293,13,3.02,0.38,83.25,17.83,33.5,18279.68,4363.33,7579.67,85,2054.73,69,1514.85,0,0,0,65.71,54.6,3.25882951,591.352697,219.4695748,7025.147988,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
04/16/2017,R14,Normal,India,France,Air,Consumer Goods,8293,13,4.67,8.37,80.15,96.91,39.69,17600.06,4367.09,7297.86,84,2056.2,69,1478.19,0,0,0,63.76,55.85,2.637128093,685.585424,202.362507,7423.137744,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
04/23/2017,R14,Delayed,India,France,Air,Consumer Goods,8293,13,10.11,72.83,56.51,90.25,86.98,12408.68,4478.75,5145.26,82,2016.7,67,1408.16,0,0,0,63.96,46.68,3.093383382,531.4049429,216.7386607,7122.928839,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
04/30/2017,R14,Delayed,India,France,Air,Consumer Goods,8293,13,9.92,70.93,68.46,69.37,63.08,15032.27,4347.36,6233.13,83,2100.66,68,1485.66,0,0,0,55.45,16.52,2.622308534,519.3219301,205.1019471,6741.673627,South Asia,Asia,High income,56.04,86.66,23.73,60735,430389014,IND,Europe & Central Asia,Europe,Low income,38.47,36.64,98.66,29693,649061058,FRA
